epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,143.762,0.74564,0.72374,0.8807,0.93368,0.75136,0.91123,0.6797,1.05458,0.69226,0.95102,0.000210716,0.000210716,0.000210716
180,144.523,0.7657,0.74339,0.87676,0.94693,0.74814,0.91123,0.67353,1.03874,0.68096,0.94858,0.000207888,0.000207888,0.000207888
181,145.28,0.73179,0.72005,0.87383,0.94693,0.74814,0.91123,0.67353,1.03874,0.68096,0.94858,0.000205061,0.000205061,0.000205061
182,146.065,0.76498,0.77686,0.87786,0.93541,0.75429,0.90793,0.66347,1.02414,0.6698,0.94423,0.000202233,0.000202233,0.000202233
183,146.695,0.75201,0.77771,0.89428,0.93383,0.77557,0.91022,0.66282,1.02907,0.66752,0.94468,0.000199406,0.000199406,0.000199406
184,147.388,0.82561,0.80776,0.91563,0.73055,0.92753,0.90557,0.64948,1.04427,0.66713,0.94876,0.000196578,0.000196578,0.000196578
185,148.152,0.78807,0.82472,0.89335,0.73055,0.92753,0.90557,0.64948,1.04427,0.66713,0.94876,0.000193751,0.000193751,0.000193751
186,148.75,0.7419,0.8457,0.9196,0.72909,0.93211,0.9066,0.65262,1.04432,0.66629,0.94983,0.000190924,0.000190924,0.000190924
187,149.307,0.7498,0.69514,0.83577,0.72103,0.92299,0.95635,0.69894,1.04205,0.66395,0.95191,0.000188096,0.000188096,0.000188096
188,149.886,0.74811,0.73083,0.91072,0.94747,0.77042,0.95768,0.6914,1.04123,0.66138,0.95177,0.000185269,0.000185269,0.000185269
189,150.451,0.77701,1.11678,0.90201,0.94747,0.77042,0.95768,0.6914,1.04123,0.66138,0.95177,0.000182441,0.000182441,0.000182441
190,151.03,0.84878,0.83436,0.91556,0.94667,0.77446,0.95768,0.68724,1.03681,0.67107,0.95215,0.000179614,0.000179614,0.000179614
191,151.59,0.75975,0.7317,0.89318,0.93332,0.77295,0.95438,0.69367,1.03948,0.66784,0.95272,0.000176786,0.000176786,0.000176786
192,152.168,0.78975,0.87315,0.90635,0.925,0.76833,0.95438,0.69685,1.03005,0.6751,0.94755,0.000173959,0.000173959,0.000173959
193,152.724,0.78546,0.78958,0.87137,0.925,0.76833,0.95438,0.69685,1.03005,0.6751,0.94755,0.000171132,0.000171132,0.000171132
194,153.299,0.77386,0.75152,0.89978,0.97382,0.72345,0.95499,0.6934,1.02378,0.6802,0.94445,0.000168304,0.000168304,0.000168304
195,153.983,0.71988,0.76282,0.8611,0.97715,0.72318,0.95742,0.70212,1.01512,0.67089,0.942,0.000165477,0.000165477,0.000165477
196,154.56,0.75236,0.73284,0.87795,0.87978,0.80154,0.96191,0.69651,1.00927,0.6682,0.93971,0.000162649,0.000162649,0.000162649
197,155.127,0.82456,0.79168,0.91608,0.87978,0.80154,0.96191,0.69651,1.00927,0.6682,0.93971,0.000159822,0.000159822,0.000159822
198,155.691,0.80101,0.83833,0.86325,0.85343,0.83135,0.96191,0.7006,1.0126,0.65933,0.93828,0.000156994,0.000156994,0.000156994
199,156.261,0.67333,0.71669,0.86172,0.86791,0.83543,0.91155,0.65449,1.01679,0.66586,0.93809,0.000154167,0.000154167,0.000154167
200,156.862,0.73449,0.72488,0.85034,0.9384,0.77186,0.91288,0.65776,1.01537,0.66825,0.93637,0.000151339,0.000151339,0.000151339
201,157.421,0.80546,0.82186,0.96242,0.9384,0.77186,0.91288,0.65776,1.01537,0.66825,0.93637,0.000148512,0.000148512,0.000148512
202,158.001,0.76478,0.79892,0.91874,0.93498,0.77925,0.91421,0.67168,1.01936,0.66016,0.9367,0.000145685,0.000145685,0.000145685
203,158.547,0.72216,0.73731,0.87521,0.91677,0.78975,0.91421,0.67088,1.03498,0.65842,0.93887,0.000142857,0.000142857,0.000142857
204,159.138,0.76364,0.78189,0.87653,0.84926,0.84828,0.91421,0.65506,1.04239,0.66226,0.94049,0.00014003,0.00014003,0.00014003
205,159.679,0.70368,0.66829,0.85756,0.84926,0.84828,0.91421,0.65506,1.04239,0.66226,0.94049,0.000137202,0.000137202,0.000137202
206,160.262,0.7355,0.73861,0.87548,0.90884,0.82081,0.89261,0.65552,1.03692,0.66293,0.94204,0.000134375,0.000134375,0.000134375
207,160.864,0.68785,0.75537,0.88042,0.91071,0.83728,0.89261,0.65563,1.0233,0.66994,0.94135,0.000131547,0.000131547,0.000131547
208,161.479,0.73741,0.7436,0.88309,0.90941,0.85211,0.89763,0.66642,1.01487,0.67722,0.93886,0.00012872,0.00012872,0.00012872
209,162.073,0.6837,0.73742,0.88045,0.90941,0.85211,0.89763,0.66642,1.01487,0.67722,0.93886,0.000125892,0.000125892,0.000125892
210,162.636,0.73959,0.76116,0.8879,0.90339,0.84705,0.9026,0.67401,1.00725,0.66658,0.9372,0.000123065,0.000123065,0.000123065
211,163.25,0.76986,0.79564,0.91736,0.90343,0.84339,0.9026,0.66246,1.00988,0.65714,0.93797,0.000120238,0.000120238,0.000120238
212,163.826,0.77077,0.73613,0.89224,0.89561,0.84008,0.92748,0.66623,1.02519,0.65185,0.94098,0.00011741,0.00011741,0.00011741
213,164.378,0.76615,0.73859,0.89328,0.89561,0.84008,0.92748,0.66623,1.02519,0.65185,0.94098,0.000114583,0.000114583,0.000114583
214,164.961,0.75787,0.76359,0.88328,0.92117,0.78538,0.9179,0.67448,1.03169,0.651,0.94163,0.000111755,0.000111755,0.000111755
215,165.516,0.72374,0.71419,0.88733,0.9275,0.77861,0.91474,0.66508,1.03022,0.64572,0.94182,0.000108928,0.000108928,0.000108928
216,166.095,0.73147,0.74108,0.87462,0.94312,0.77625,0.91645,0.65876,1.0251,0.64071,0.93978,0.0001061,0.0001061,0.0001061
217,166.63,0.79691,0.74815,0.9043,0.94312,0.77625,0.91645,0.65876,1.0251,0.64071,0.93978,0.000103273,0.000103273,0.000103273
218,167.212,0.7511,0.73065,0.89459,0.93061,0.77626,0.9152,0.66555,1.01416,0.6368,0.93834,0.000100446,0.000100446,0.000100446
219,167.768,0.7716,0.74938,0.86923,0.91273,0.77678,0.91423,0.66972,1.00523,0.6346,0.93598,9.76181e-05,9.76181e-05,9.76181e-05
220,168.341,0.71011,0.70412,0.88487,0.86703,0.82876,0.91423,0.67553,1.00352,0.63908,0.93363,9.47906e-05,9.47906e-05,9.47906e-05
221,168.897,0.80455,0.88203,0.95765,0.86703,0.82876,0.91423,0.67553,1.00352,0.63908,0.93363,9.19632e-05,9.19632e-05,9.19632e-05
222,169.508,0.77183,0.74277,0.89657,0.89304,0.81372,0.91645,0.67444,1.00155,0.64479,0.93355,8.91358e-05,8.91358e-05,8.91358e-05
223,170.275,0.73943,0.70111,0.91428,0.8983,0.81435,0.91645,0.66456,1.00242,0.64404,0.93426,8.63083e-05,8.63083e-05,8.63083e-05
224,171.106,0.75737,0.72003,0.89394,0.89823,0.81429,0.89987,0.66615,0.99539,0.64642,0.93363,8.34809e-05,8.34809e-05,8.34809e-05
225,171.82,0.81371,0.7403,0.90269,0.89823,0.81429,0.89987,0.66615,0.99539,0.64642,0.93363,8.06534e-05,8.06534e-05,8.06534e-05
226,172.618,0.7373,0.63777,0.86906,0.89524,0.80005,0.90044,0.66708,0.9947,0.65333,0.93421,7.7826e-05,7.7826e-05,7.7826e-05
227,173.397,0.83853,0.78286,0.92259,0.91313,0.78101,0.90044,0.67063,0.99538,0.65696,0.93376,7.49986e-05,7.49986e-05,7.49986e-05
228,174.187,0.7865,0.74845,0.90015,0.90444,0.79148,0.90044,0.66883,0.99129,0.66038,0.93299,7.21711e-05,7.21711e-05,7.21711e-05
229,174.961,0.74228,0.73951,0.89323,0.90444,0.79148,0.90044,0.66883,0.99129,0.66038,0.93299,6.93437e-05,6.93437e-05,6.93437e-05
230,175.733,0.73607,0.70482,0.87875,0.91022,0.7862,0.91702,0.68012,0.99435,0.65866,0.93407,6.65162e-05,6.65162e-05,6.65162e-05
231,176.505,0.81921,0.72901,0.88001,0.85592,0.84712,0.91702,0.67152,0.99792,0.65825,0.9349,6.36888e-05,6.36888e-05,6.36888e-05
232,177.306,0.68593,0.6758,0.86232,0.91751,0.77644,0.91578,0.66369,1.00384,0.66412,0.93541,6.08614e-05,6.08614e-05,6.08614e-05
233,178.031,0.80083,0.79268,0.89272,0.91751,0.77644,0.91578,0.66369,1.00384,0.66412,0.93541,5.80339e-05,5.80339e-05,5.80339e-05
234,178.832,0.66873,0.69236,0.88572,0.91603,0.77685,0.9134,0.66123,1.00999,0.66858,0.93749,5.52065e-05,5.52065e-05,5.52065e-05
235,179.62,0.68004,0.68377,0.87753,0.86491,0.83163,0.9134,0.6606,1.01727,0.65979,0.93998,5.2379e-05,5.2379e-05,5.2379e-05
236,180.381,0.6995,0.68338,0.83574,0.86374,0.83204,0.9134,0.6541,1.02094,0.66535,0.9409,4.95516e-05,4.95516e-05,4.95516e-05
237,181.118,0.74764,0.75704,0.85619,0.86374,0.83204,0.9134,0.6541,1.02094,0.66535,0.9409,4.67242e-05,4.67242e-05,4.67242e-05
238,181.934,0.73105,0.73431,0.86562,0.91033,0.78078,0.91207,0.65318,1.01883,0.66274,0.94024,4.38967e-05,4.38967e-05,4.38967e-05
239,182.689,0.66729,0.72154,0.86038,0.90899,0.78424,0.91207,0.6584,1.01942,0.66136,0.94093,4.10693e-05,4.10693e-05,4.10693e-05
240,183.468,0.74007,0.69384,0.88561,0.90839,0.77206,0.91207,0.66103,1.01357,0.66051,0.94063,3.82418e-05,3.82418e-05,3.82418e-05
241,190.431,0.6784,0.70264,0.86655,0.90839,0.77206,0.91207,0.66103,1.01357,0.66051,0.94063,3.54144e-05,3.54144e-05,3.54144e-05
242,191.306,0.6559,0.73152,0.85006,0.90841,0.78575,0.9134,0.66392,1.01055,0.65547,0.94156,3.2587e-05,3.2587e-05,3.2587e-05
243,192.184,0.64907,0.65533,0.86024,0.91308,0.78222,0.9134,0.6635,1.01403,0.64441,0.9423,2.97595e-05,2.97595e-05,2.97595e-05
244,193.048,0.72859,0.71328,0.83153,0.91959,0.77958,0.91427,0.65914,1.01841,0.63676,0.9436,2.69321e-05,2.69321e-05,2.69321e-05
245,193.899,0.64107,0.64079,0.84526,0.91959,0.77958,0.91427,0.65914,1.01841,0.63676,0.9436,2.41046e-05,2.41046e-05,2.41046e-05
246,194.712,0.64334,0.69765,0.84925,0.8789,0.84157,0.91599,0.65684,1.02674,0.63486,0.94499,2.12772e-05,2.12772e-05,2.12772e-05
247,195.561,0.69321,0.6534,0.87535,0.8521,0.85384,0.9137,0.65414,1.0286,0.6344,0.94544,1.84498e-05,1.84498e-05,1.84498e-05
248,196.552,0.7079,0.67641,0.86578,0.89472,0.82317,0.92195,0.65814,1.02748,0.63162,0.94613,1.56223e-05,1.56223e-05,1.56223e-05
249,197.259,0.60275,0.65766,0.83728,0.89472,0.82317,0.92195,0.65814,1.02748,0.63162,0.94613,1.27949e-05,1.27949e-05,1.27949e-05
250,197.949,0.719,0.64773,0.87833,0.89437,0.82879,0.92195,0.65955,1.02627,0.63019,0.94594,9.96744e-06,9.96744e-06,9.96744e-06
